# CÁCH GỌI ĐỐI TƯỢNG theo vùng miền — LLM (Claude Opus) soạn tay 2026-09-16.
# Cột: id | region(bac|trung|nam|chung) | noun
# Đây là phần CHỈ NGƯỜI biết: nhãn registry (*"Ghế mát"*, *"Điều hoà AUTO"*) không phải thứ người lái nói ra
# miệng. Bộ sinh `gen-variants.py` còn tự thêm nhãn + nhãn ngắn của registry làm cách gọi nền, nên ở đây chỉ
# khai cái nhãn KHÔNG phủ (đúng luật của `VoiceSynonyms`).
#   • `@only` ở cột noun ⇒ BỎ cách gọi sinh từ nhãn cho id đó (nhãn có dấu `+`, chữ viết tắt… không nói được).
#   • Khuôn có động từ đứng ngay trước {n} tự bị bỏ nếu cách gọi đã mang sẵn động từ (*"mở mở khoá cửa"*).
#
# ═══ NÚT (ControlRegistry) ══════════════════════════════════════════════════════════════════════
fuel_pct	chung	mức xăng
odometer	chung	odo
odometer	chung	số km đã đi
speed	chung	tốc độ
speed	chung	vận tốc
speed	nam	đang chạy bao nhiêu
ext_temp	chung	nhiệt độ ngoài trời
ext_temp	chung	ngoài trời
ext_temp	nam	ngoài trời nóng không
cabin_temp	chung	nhiệt trong xe
cabin_temp	chung	nhiệt độ trong cabin
pm25_level	chung	mức bụi mịn
pm25_level	chung	chất lượng không khí
pm25_value	chung	@only
pm25_value	chung	nồng độ bụi mịn
pm25_value	chung	chỉ số bụi mịn
soh_oem	chung	@only
soh_oem	chung	sức khoẻ pin
soh_oem	chung	độ chai pin
volt_12v	chung	@only
volt_12v	chung	ắc quy
volt_12v	chung	điện áp ắc quy
volt_12v	nam	bình
volt_12v_level	chung	@only
volt_12v_level	chung	mức ắc quy
consumption_50km	chung	@only
consumption_50km	chung	mức tiêu thụ
consumption_50km	chung	tiêu thụ điện
tyre_p_fl	chung	áp suất lốp trước trái
tyre_p_fl	nam	hơi bánh trước trái
tyre_p_fr	chung	áp suất lốp trước phải
tyre_p_fr	nam	hơi bánh trước phải
tyre_p_rl	chung	áp suất lốp sau trái
tyre_p_rl	nam	hơi bánh sau trái
tyre_p_rr	chung	áp suất lốp sau phải
tyre_p_rr	nam	hơi bánh sau phải
gear	chung	số
gear	chung	cần số
op_mode	chung	chế độ lái
energy_mode	chung	chế độ năng lượng
ac_on	chung	điều hoà
ac_on	nam	máy lạnh
ac_wind	chung	mức quạt gió
ac_wind	chung	mức gió
ac_cycle	chung	chế độ lấy gió
vin	chung	@only
vin	chung	số vin
vin	chung	số khung
wiper_state	chung	gạt mưa
wiper_state	nam	gạt nước
sunroof_state	chung	cửa sổ trời
sunroof_state	nam	nóc xe
tailgate_status	chung	cốp sau
tailgate_status	nam	cửa hậu
mirror_fold	chung	gương chiếu hậu
mirror_fold	nam	kiếng chiếu hậu
light_high_beam	chung	đèn pha
light_low_beam	chung	đèn cốt
light_left_turn	chung	xi nhan trái
light_right_turn	chung	xi nhan phải
light_front_fog	chung	đèn sương mù trước
light_rear_fog	chung	đèn sương mù sau
power_level	chung	nguồn xe
vehicle_type	chung	mẫu xe
engine_code	chung	mã máy
oil_level	chung	mức dầu
engine_coolant_level	chung	mức nước làm mát
coolant_temp	chung	nhiệt nước làm mát
batt_temp	chung	nhiệt độ pin
target_soc	chung	mục tiêu sạc
trip_km	chung	quãng đường chuyến
trip_hours	chung	thời gian chuyến
trip_kwh	chung	điện tiêu thụ chuyến
motor_power	chung	công suất mô tơ
motor_front_rpm	chung	vòng tua mô tơ trước
motor_rear_rpm	chung	vòng tua mô tơ sau
motor_front_torque	chung	mô men mô tơ trước
engine_rpm	chung	vòng tua máy xăng
steering_deg	chung	góc vô lăng
gps_heading	chung	hướng đi
gps_elevation	chung	cao độ
emergency_alarm	chung	cảnh báo khẩn
inside_temp	chung	nhiệt cài đặt
temp_unit	chung	đơn vị nhiệt
anion_state	chung	ion âm
pm25_online	chung	cảm biến bụi mịn
ev_mileage_km	chung	km chạy điện
cell_temp_high	chung	nhiệt cell cao
cell_temp_low	chung	nhiệt cell thấp
cell_temp_avg	chung	nhiệt cell trung bình
cell_v_high	chung	áp cell cao
cell_v_low	chung	áp cell thấp
accel_pct	chung	chân ga
brake_pct	chung	chân phanh
wheel_speed	chung	tốc độ bánh
slope_deg	chung	độ dốc
sunroof_pos	chung	vị trí cửa sổ trời
sunshade_pct	chung	rèm che nắng
tailgate_position	chung	vị trí cốp
window_lf	chung	kính trước trái
window_rf	chung	kính trước phải
window_lr	chung	kính sau trái
window_rr	chung	kính sau phải
door_lf	chung	cửa trước trái
door_rf	chung	cửa trước phải
door_lr	chung	cửa sau trái
door_rr	chung	cửa sau phải
tyre_t_fl	chung	nhiệt lốp trước trái
tyre_t_fr	chung	nhiệt lốp trước phải
tyre_t_rl	chung	nhiệt lốp sau trái
tyre_t_rr	chung	nhiệt lốp sau phải
ambient_enabled	chung	đèn viền cabin
ambient_front_color	chung	màu viền trước
ambient_rear_color	chung	màu viền sau
ambient_front_brightness	chung	độ sáng viền trước
ambient_rear_brightness	chung	độ sáng viền sau
headlight_feedback	chung	chế độ đèn pha
light_side	chung	đèn hông
light_drl	chung	đèn ban ngày
gps_lat	chung	vĩ độ
gps_lon	chung	kinh độ
# ═══ GÓI LỆNH (ActionMacros) ═══════════════════════════════════════════════════════════════════
mac_win_open_all	chung	mở hết kính
mac_win_open_all	nam	mở hết kiếng
mac_win_open_all	chung	hạ hết kính
mac_win_close_all	chung	đóng hết kính
mac_win_close_all	nam	đóng hết kiếng
mac_win_close_all	chung	kéo hết kính lên
mac_door_light	chung	@only
mac_door_light	chung	mở cửa và đèn đọc
mac_door_light	chung	mở cửa bật đèn đọc
mac_leave	chung	rời xe
mac_leave	chung	xuống xe
mac_leave	nam	tui xuống xe đây
# ═══ MÀN CỦA KACHI (LauncherActions) ═══════════════════════════════════════════════════════════
launcher_apps	chung	ứng dụng
launcher_apps	chung	danh sách ứng dụng
launcher_apps	nam	mấy cái app
launcher_settings	chung	cài đặt
launcher_settings	chung	thiết lập
launcher_settings	nam	phần cài đặt
launcher_voice	chung	nói với xe
launcher_voice	chung	màn giọng nói
