# KHUÔN CÂU NÓI — do LLM (Claude Opus) soạn tay 2026-09-16, dùng để nở corpus `variants.tsv`.
# Cột: kind | region(bac|trung|nam|chung) | style(ngan|dai|lich_su|than_mat|tieng_anh_viet|so_lieu) | template
#  • {n} = cách gọi đối tượng (lấy từ nhãn registry + `nouns.tsv`)
#  • {a} = tên lựa chọn (chỉ SELECT — lấy từ `args` của registry)
#  • {v} = trị số nói ra (chỉ STEP — lấy từ `units.tsv`; id không có dòng nào ở đó thì khuôn {v} bị bỏ)
# Vì sao có `giùm`/`dùm` cùng lúc: người miền Nam viết/nói cả hai, mà bộ nhận dạng nghe ra hai chuỗi khác nhau.
# Vì sao có `ê Kachi`: tester hay gọi tên trước khi ra lệnh; phần đầu câu là chỗ model hay nuốt chữ nhất.
#
# ── TOGGLE (bật/tắt) ────────────────────────────────────────────────────────────────────────────
MACRO	nam	than_mat	{n} dùm cái
MACRO	bac	lich_su	làm ơn {n}
MACRO	bac	lich_su	{n} hộ tôi
MACRO	chung	than_mat	ê Kachi {n}
MACRO	chung	dai	cho tôi {n} nhé
MACRO	chung	dai	{n} giúp mình với
MACRO	trung	than_mat	{n} hí
MACRO	chung	ngan	bật {n}
# ── LAUNCHER (màn của chính Kachi) ──────────────────────────────────────────────────────────────
LAUNCHER	chung	ngan	mở {n}
LAUNCHER	chung	than_mat	mở {n} lên
LAUNCHER	chung	ngan	vào {n}
LAUNCHER	chung	than_mat	vào {n} đi
LAUNCHER	nam	than_mat	mở {n} giùm
LAUNCHER	nam	than_mat	vô {n} dùm cái
LAUNCHER	bac	lich_su	làm ơn mở {n}
LAUNCHER	bac	lich_su	mở {n} hộ tôi
LAUNCHER	chung	than_mat	ê Kachi mở {n}
LAUNCHER	chung	dai	cho tôi vào {n} nhé
LAUNCHER	chung	dai	mở {n} giúp mình với
LAUNCHER	trung	than_mat	mở {n} hí
# ── APP (mở ứng dụng; {n} = tên app đọc theo âm Việt, xem `apps.tsv`) ────────────────────────────
APP	chung	ngan	mở {n}
APP	chung	than_mat	mở {n} lên
APP	chung	ngan	bật {n}
APP	chung	ngan	vào {n}
APP	nam	than_mat	vô {n} đi
APP	nam	than_mat	mở {n} giùm
APP	nam	than_mat	mở {n} dùm cái
APP	bac	lich_su	làm ơn mở {n}
APP	bac	lich_su	mở {n} hộ tôi
APP	chung	than_mat	ê Kachi mở {n}
APP	chung	dai	cho tôi mở {n} nhé
APP	chung	dai	mở {n} giúp mình với
APP	trung	than_mat	mở {n} hí
APP	chung	ngan	chạy {n}
# ── SLOT (đưa app vào ô bố cục) ─────────────────────────────────────────────────────────────────
SLOT	chung	ngan	đưa {n} vào ô số hai
SLOT	chung	so_lieu	đưa {n} vào ô số 2
SLOT	chung	ngan	đưa {n} vào ô một
SLOT	chung	than_mat	cho {n} vào ô số ba
SLOT	nam	than_mat	đưa {n} qua ô số hai giùm
SLOT	chung	dai	đưa {n} vào ô số bốn giúp mình
