# MA TRẬN LỆNH GIỌNG NÓI — tầng T1 (chữ → ý định → thi hành) qua T-BRIDGE `say`
# Cột: id | lop | cau | kind_mong_doi | chuoi_mong_doi_trong_preview | confirm(1=phải hỏi lại) | auto_confirm | side | prefs
#  • kind_mong_doi: tên lớp VoiceIntent (Control/Macro/Launcher/Profile/Read/Nav/Media/OpenApp/Unknown),
#    nhiều vế ngăn bằng dấu phẩy (câu ghép). "-" = không kiểm.
#  • chuoi_mong_doi: chuỗi con phải có trong `preview` (nối mọi vế). "-" = không kiểm.
#  • confirm: 1 ⇒ reply phải có `needs_confirm` KHÔNG rỗng và KHÔNG được thi hành.
#    ⚠⚠ **1.66 — mặc định Kachi CHẠY LUÔN** (owner chốt 2026-09-16 · bảng B): tập việc-phải-hỏi
#    (`voice_confirm_ids`) mặc định RỖNG và người dùng tự tích trong Cài đặt. Vì thế mọi ca `confirm=1`
#    dưới đây **phải tự bật mã của nó** qua cột `prefs` — chính đó là thứ đang đo: *"tích một mã ⇒ đúng mã
#    đó hỏi lại"*. Ca KHÔNG có cột `prefs` mà vẫn bị hỏi lại ⇒ FAIL (mặc định bị rò).
#    [SOÁT Pass 1 · 2026-09-16] Bản 1.66 đầu hạ cả 8 ca này về 0 vì cầu kiểm thử chưa ghi được prefs; lệnh
#    `prefs_set` (danh sách trắng 5 khoá) đã trả lại lớp canh ấy.
#    ⚠ NGOẠI LỆ **t53**: nó giữ `confirm=1` **không cần** `prefs` vì câu hỏi ở đó KHÔNG đến từ `VoiceRiskTable`
#    mà từ đường **giao điểm đến cho app chỉ-nhận-toạ-độ** (`VoiceTargetDispatch`: đọc lại tên vừa tra được rồi
#    mới bắn). Hai cổng khác nhau, hai lý do khác nhau — gộp chúng lại là mất một trong hai.
#  • side: "-" | resumed:<pkg> | slot:<n>:<pkg> | profile:<ten> | preset:<TEN_LAYOUT> | chip_labels:<True|False> | media
#  • prefs: "-" | <khoá>=<giá trị>[;<khoá>=<giá trị>…] — đặt TRƯỚC ca, harness tự trả về mặc định SAU ca
#    (`prefs_set`, danh sách trắng ở `TestBridgeCommands.WRITABLE_PREFS_KEYS`). Giá trị rỗng = xoá/mặc định.
#  • @PROFILE@ được harness thay bằng một hồ sơ có thật (đọc từ bridge `state`).
# ── TOGGLE ──────────────────────────────────────────────────────────────────────────────────────
t51	media-open-vocab	phát bài Diễm Xưa	Media	Diễm Xưa	1	0	-	voice_confirm_ids=media_query
t52	media-open-vocab	mở bài Diễm Xưa trên YouTube Music	Media	YouTube Music	0	1	resumed:com.google.android.apps.youtube.music	-
# ── DẪN ĐƯỜNG ───────────────────────────────────────────────────────────────────────────────────
t53	nav	dẫn đường đến Bitexco	Nav	Bitexco	1	0	-	-
t54	nav	dẫn đường tới chợ Bến Thành bằng Waze	Nav	Waze	0	1	resumed:com.waze	-
t55	nav	chỉ đường đến sân bay bằng google map	Nav	Google Maps	1	0	-	voice_confirm_ids=nav_query
t56	nav	dẫn đường	Unknown	-	0	0	-	-
# ── HỒ SƠ · BỐ CỤC ──────────────────────────────────────────────────────────────────────────────
t57	profile	đổi sang hồ sơ @PROFILE@	Profile	@PROFILE@	1	0	-	voice_confirm_ids=profile
t58	profile	chuyển sang hồ sơ @PROFILE@	Profile	@PROFILE@	0	1	profile:@PROFILE@	-
t59	layout	đổi bố cục 4 ô	Layout	4 ô	0	0	preset:QUAD	-
t60	layout	bố cục hai ô	Layout	2 cột	0	0	preset:TWO_COL	-
t60b	layout	về bố cục 2 hàng	Layout	2 hàng	0	0	preset:TWO_ROW	-
# ── CÂU GHÉP ────────────────────────────────────────────────────────────────────────────────────
t61	compound	bật đèn đọc và tắt lọc bụi	Control,Control	Bật Đèn đọc	0	0	-	-
t62	compound-confirm	mở khoá cửa rồi bật đèn đọc	Control,Control	Mở khoá cửa	1	0	-	voice_confirm_ids=control:door
# ── CÂU ĐỜI THƯỜNG · CÂU SAI (phải ra Unknown đúng lý do) ───────────────────────────────────────
t63	unknown	hôm nay trời đẹp quá	Unknown	-	0	0	-	-
t64	unknown	kể cho tôi nghe một câu chuyện	Unknown	-	0	0	-	-
t65	unknown	bật abcxyz	Unknown	-	0	0	-	-
t66	unknown	kachi ơi	Unknown	-	0	0	-	-
t67	unknown	xem xe	Unknown	-	0	0	-	-
# ── V3 (1.66) · KHOÁ THEO PREFS — ca chỉ có nghĩa khi hạ tầng `prefs_set` chạy ──────────────────
# t68: tắt hẳn hội thoại (`voice_follow_up_ms=0`, R9) KHÔNG được làm hỏng đường thi hành thường.
#      Vòng giữ-micro sống trong `VoiceSession` (phiên mic) nên harness không đo được trực tiếp — thứ đo
#      được ở đây là *"tắt nó đi thì lệnh vẫn chạy"*, cộng phép đọc-lại của chính `prefs_set`.
t68	follow-up-off	bật đèn đọc	Control	Bật Đèn đọc	0	0	-	voice_follow_up_ms=0
# t69: R14 — tắt nhãn chip rồi ĐỌC LẠI `state.bars.chip_labels`. Thay cho ảnh chụp màn hình mà bản 1.66
#      đầu chưa chụp: một con số đọc từ cùng nguồn màn hình vẽ, không phải một tấm ảnh không ai trace lại được.
t69	chip-labels	bật đèn đọc	Control	Bật Đèn đọc	0	0	chip_labels:False	top_strip_labels=0
